"NDC Description",NDC,"NADAC Per Unit","Effective Date","Pricing Unit","Pharmacy Type Indicator",OTC,"Explanation Code","Classification for Rate Setting","Corresponding Generic Drug NADAC Per Unit","Corresponding Generic Drug Effective Date","As of Date"
"PREGABALIN 300 MG CAPSULE",64980041709,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 300 MG CAPSULE",65862076590,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 300 MG CAPSULE",67877046905,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 300 MG CAPSULE",67877046990,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 300 MG CAPSULE",69097068505,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 300 MG CAPSULE",69238131709,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 300 MG CAPSULE",69367033109,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 300 MG CAPSULE",69367043105,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 300 MG CAPSULE",69367043109,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 300 MG CAPSULE",72205001890,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 300 MG CAPSULE",76282057590,0.06604,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",00904699261,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",13668035905,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",31722061105,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",31722061190,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",43547050709,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",43598029266,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",43598029279,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",43598029290,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",50228035190,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",60505379409,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",60687048401,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",60687048411,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",62135044490,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",62332012090,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",64980041109,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",64980041110,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",65862075990,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",67877046305,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",67877046390,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",69097067805,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",69238131109,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",69367032509,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",69367042505,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",69367042509,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",72205001290,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 50 MG CAPSULE",76282056990,0.04651,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",00904700061,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",13668036005,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",31722061205,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",31722061290,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",43547050809,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",43598029366,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",43598029379,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",43598029390,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",50228035290,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",60687049501,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",60687049511,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",62135044590,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",62332012190,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",64980041209,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",64980041210,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",65862076090,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",67877046405,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",67877046490,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",69097067905,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",69238131209,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",69367032609,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",69367042605,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",69367042609,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",72205001390,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN 75 MG CAPSULE",76282057090,0.05088,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN ER 165 MG TABLET",72205007830,2.21956,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN ER 165 MG TABLET",72888005030,2.21956,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN ER 330 MG TABLET",72205007930,3.27409,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN ER 330 MG TABLET",72888005130,3.27409,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN ER 82.5 MG TABLET",72205007730,5.44329,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGABALIN ER 82.5 MG TABLET",72888004930,5.44329,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREGNYL 10,000 UNIT VIAL",78206015001,171.61680,04/22/2026,EA,C/I,N,"1, 5",B,,,04/29/2026
"PREGNYL 10,000 UNIT VIAL",78206015099,171.61680,04/22/2026,EA,C/I,N,"1, 5",B,,,04/29/2026
"PREMARIN 0.3 MG TABLET",00046110081,6.94412,01/01/2026,EA,C/I,N,2,B,5.40144,04/22/2026,04/29/2026
"PREMARIN 0.3 MG TABLET",00046110091,6.94412,01/01/2026,EA,C/I,N,2,B,5.40144,04/22/2026,04/29/2026
"PREMARIN 0.45 MG TABLET",00046110181,6.94083,01/01/2026,EA,C/I,N,2,B,5.94413,04/22/2026,04/29/2026
"PREMARIN 0.625 MG TABLET",00046110281,6.94379,01/01/2026,EA,C/I,N,2,B,5.57882,04/22/2026,04/29/2026
"PREMARIN 0.625 MG TABLET",00046110291,6.94379,01/01/2026,EA,C/I,N,2,B,5.57882,04/22/2026,04/29/2026
"PREMARIN 0.9 MG TABLET",00046110381,6.95438,01/01/2026,EA,C/I,N,2,B,5.77414,04/22/2026,04/29/2026
"PREMARIN 1.25 MG TABLET",00046110481,6.95119,01/01/2026,EA,C/I,N,2,B,5.6698,04/22/2026,04/29/2026
"PREMARIN 1.25 MG TABLET",00046110491,6.95119,01/01/2026,EA,C/I,N,2,B,5.6698,04/22/2026,04/29/2026
"PREMARIN VAGINAL CREAM-APPL",00046087221,15.09907,01/01/2026,GM,C/I,N,"2, 5",B,,,04/29/2026
"PREMPHASE 0.625-5 MG TABLET",00046257512,8.68135,01/01/2026,EA,C/I,N,4,B,,,04/29/2026
"PREMPRO 0.3 MG-1.5 MG TABLET",00046110511,8.68538,01/01/2026,EA,C/I,N,2,B,,,04/29/2026
"PREMPRO 0.45-1.5 MG TABLET",00046110611,8.69072,01/01/2026,EA,C/I,N,2,B,,,04/29/2026
"PREMPRO 0.625-2.5 MG TABLET",00046110711,8.68440,01/01/2026,EA,C/I,N,2,B,,,04/29/2026
"PREMPRO 0.625-5 MG TABLET",00046110811,8.69470,01/01/2026,EA,C/I,N,2,B,,,04/29/2026
"PRENATAL VITAMIN PLUS LOW IRON",39328010610,0.10511,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRENATE DHA SOFTGEL",75854031230,12.82081,01/01/2026,EA,C/I,N,"4, 6",B,,,04/29/2026
"PRENATE ENHANCE SOFTGEL",75854030930,3.87083,01/01/2026,EA,C/I,N,"4, 6",B,,,04/29/2026
"PRENATE MINI SOFTGEL",75854031530,12.78172,01/01/2026,EA,C/I,N,"2, 6",B,,,04/29/2026
"PRENATE PIXIE SOFTGEL",75854031630,12.98191,01/01/2026,EA,C/I,N,"4, 6",B,,,04/29/2026
"PREVACID DR 15 MG SOLUTAB",64764054311,13.23986,04/22/2026,EA,C/I,N,1,B,1.50796,04/22/2026,04/29/2026
"PREVACID DR 15 MG SOLUTAB",64764054330,13.23986,04/22/2026,EA,C/I,N,1,B,1.50796,04/22/2026,04/29/2026
"PREVACID DR 30 MG CAPSULE",64764004613,13.23116,04/22/2026,EA,C/I,N,1,B,0.10802,04/22/2026,04/29/2026
"PREVACID DR 30 MG SOLUTAB",64764054411,13.22974,04/22/2026,EA,C/I,N,1,B,1.83841,04/22/2026,04/29/2026
"PREVACID DR 30 MG SOLUTAB",64764054430,13.22974,04/22/2026,EA,C/I,N,1,B,1.83841,04/22/2026,04/29/2026
"PREVALITE PACKET",00245003642,0.81603,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREVALITE PACKET",00245003660,0.81603,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREVALITE PACKET",00245003689,0.81603,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PREVALITE POWDER",00245003623,0.16108,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"PREZCOBIX 800 MG-150 MG TABLET",59676057530,80.00043,04/22/2026,EA,C/I,N,1,B,,,04/29/2026
"PREZISTA 600 MG TABLET",59676056201,34.98007,04/22/2026,EA,C/I,N,1,B,1.13502,04/22/2026,04/29/2026
"PREZISTA 800 MG TABLET",59676056630,70.19033,04/22/2026,EA,C/I,N,1,B,2.12157,04/22/2026,04/29/2026
"PRIFTIN 150 MG TABLET",00088210201,4.84681,01/01/2026,EA,C/I,N,4,B,,,04/29/2026
"PRIFTIN 150 MG TABLET",00088210224,4.84681,01/01/2026,EA,C/I,N,4,B,,,04/29/2026
"PRILOSEC DR 10 MG SUSPENSION",70515061001,14.77578,01/01/2026,EA,C/I,N,"2, 5",B,,,04/29/2026
"PRILOSEC DR 2.5 MG SUSPENSION",70515062501,14.82242,01/01/2026,EA,C/I,N,"4, 5",B,,,04/29/2026
"PRIMAQUINE 26.3 MG TABLET",00024159601,1.96386,05/21/2025,EA,C/I,N,"4, 6",G,,,04/29/2026
"PRIMAQUINE 26.3 MG TABLET",50742019105,1.96386,05/21/2025,EA,C/I,N,4,G,,,04/29/2026
"PRIMAQUINE 26.3 MG TABLET",76385010201,1.96386,05/21/2025,EA,C/I,N,4,G,,,04/29/2026
"PRIMIDONE 125 MG TABLET",52817011710,1.39346,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",00527123101,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",00591532101,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",50268068711,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",50268068715,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",53746054501,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",68084020301,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",68084020311,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",69584068510,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",69584068550,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",72603061001,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",72888004601,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",72888004605,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 250 MG TABLET",80005011811,0.23258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",00527130101,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",00527130105,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",50268068611,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",50268068615,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",53746054401,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",53746054405,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",62135046890,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",68084020201,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",68084020211,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",69584068410,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",69584068450,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",72603060901,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",72603060902,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",72888004501,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",72888004505,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",80005011711,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRIMIDONE 50 MG TABLET",80005011714,0.09503,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PRISTIQ ER 100 MG TABLET",00008122201,13.94972,04/22/2026,EA,C/I,N,1,B,0.42872,04/22/2026,04/29/2026
"PRISTIQ ER 100 MG TABLET",00008122214,13.94972,04/22/2026,EA,C/I,N,1,B,0.42872,04/22/2026,04/29/2026
"PRISTIQ ER 100 MG TABLET",00008122230,13.94972,04/22/2026,EA,C/I,N,1,B,0.42872,04/22/2026,04/29/2026
"PRISTIQ ER 25 MG TABLET",00008121030,13.94693,04/22/2026,EA,C/I,N,1,B,0.44024,04/22/2026,04/29/2026
"PRISTIQ ER 50 MG TABLET",00008121101,13.94078,04/22/2026,EA,C/I,N,1,B,0.44861,04/22/2026,04/29/2026
"PRISTIQ ER 50 MG TABLET",00008121114,13.94078,04/22/2026,EA,C/I,N,1,B,0.44861,04/22/2026,04/29/2026
"PRISTIQ ER 50 MG TABLET",00008121130,13.94078,04/22/2026,EA,C/I,N,1,B,0.44861,04/22/2026,04/29/2026
"PROAIR RESPICLICK 90 MCG INHLR",59310058020,67.26374,01/01/2026,EA,C/I,N,"2, 5",B,,,04/29/2026
"PROBENECID 500 MG TABLET",00527136701,0.63781,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROBENECID 500 MG TABLET",00527136710,0.63781,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROBENECID 500 MG TABLET",00591534701,0.63781,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROBENECID 500 MG TABLET",00591534710,0.63781,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROBENECID 500 MG TABLET",16571083101,0.63781,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROBENECID 500 MG TABLET",16571083110,0.63781,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROBENECID-COLCHICINE TABLET",00591532501,0.81113,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROBENECID-COLCHICINE TABLET",16571083201,0.81113,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROBENECID-COLCHICINE TABLET",50742026301,0.81113,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCENTRA 5 MG/5 ML SOLUTION",21724070105,1.62324,04/22/2026,ML,C/I,N,"1, 5, 6",B-ANDA,1.14539,04/22/2026,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",00904738206,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",27241028701,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",50268068511,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",50268068515,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",59651077401,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",59746011506,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",60219203901,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",60687082511,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",60687082565,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",62135067490,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",68462089001,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",68462094701,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",69315026601,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",69452031020,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",69452047220,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",70710166801,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",70954068910,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 10 MG TAB",72603016901,0.18523,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 25 MG SUPP",00713013506,5.63057,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 25 MG SUPP",00713013510,5.63057,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 25 MG SUPP",00713013512,5.63057,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",00904738106,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",27241028601,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",50268068411,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",50268068415,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",59746011306,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",60219203801,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",60687081411,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",60687081465,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",62135067390,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",68462088901,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",69315026501,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",69452030920,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",69452047120,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",70710166701,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCHLORPERAZINE 5 MG TABLET",70954068810,0.11525,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROCRIT 10,000 UNITS/ML VIAL",59676031001,260.26129,04/22/2026,ML,C/I,N,"1, 5",B,,,04/29/2026
"PROCRIT 20,000 UNITS/ML VIAL",59676032004,518.78063,04/22/2026,ML,C/I,N,"1, 5",B,,,04/29/2026
"PROCRIT 4,000 UNITS/ML VIAL",59676030401,104.31214,04/22/2026,ML,C/I,N,"1, 5",B,,,04/29/2026
"PROCRIT 40,000 UNITS/ML VIAL",59676034001,1036.09313,04/22/2026,ML,C/I,N,"1, 5",B,,,04/29/2026
"PROCTO-MED HC 2.5% CREAM",69315031228,0.23471,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"PROCTOFOAM 1% FOAM",00037682315,6.62733,01/01/2026,GM,C/I,Y,"4, 5, 6",B,,,04/29/2026
"PROCTOFOAM-HC 1%-1% FOAM",00037682210,19.39777,01/01/2026,GM,C/I,N,"2, 5, 6",B-ANDA,,,04/29/2026
"PROCTOSOL-HC 2.5% CREAM",10631040701,0.62269,04/22/2026,GM,C/I,N,"1, 5, 6",B-ANDA,0.23471,04/22/2026,04/29/2026
"PROCTOZONE-B 10 MG SUPPOSITORY",57237033703,0.35801,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"PROCTOZONE-B 10 MG SUPPOSITORY",57237033704,0.35801,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"PROCTOZONE-B 10 MG SUPPOSITORY",57237033721,0.35801,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"PROCTOZONE-B 10 MG SUPPOSITORY",57237033751,0.35801,04/22/2026,EA,C/I,Y,1,G,,,04/29/2026
"PROCTOZONE-GMAX 2 GM SUPPOSIT",57237033916,0.21712,01/21/2026,EA,C/I,Y,"4, 5",G,,,04/29/2026
"PROCTOZONE-GMAX 2 GM SUPPOSIT",57237033921,0.21712,01/21/2026,EA,C/I,Y,"4, 5",G,,,04/29/2026
"PROCTOZONE-HC 2.5% CREAM",64980032430,0.23471,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"PROGESTERONE 100 MG CAPSULE",00054082925,0.21137,04/29/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 100 MG CAPSULE",16714015701,0.21137,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 100 MG CAPSULE",43598034901,0.21137,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 100 MG CAPSULE",59651015201,0.21137,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 100 MG CAPSULE",65162080710,0.21137,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 100 MG CAPSULE",69452023320,0.21137,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 100 MG CAPSULE",69543037410,0.21137,04/22/2026,EA,C/I,N,"1, 6",G,,,04/29/2026
"PROGESTERONE 100 MG CAPSULE",70700016201,0.21137,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 100 MG VAG INSERT",70700020170,12.54850,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 200 MG CAPSULE",00054083025,0.40132,04/29/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 200 MG CAPSULE",16714015801,0.40132,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 200 MG CAPSULE",59651015301,0.40132,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 200 MG CAPSULE",65162080810,0.40132,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 200 MG CAPSULE",69452023420,0.40132,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 200 MG CAPSULE",69543037510,0.40132,04/22/2026,EA,C/I,N,"1, 6",G,,,04/29/2026
"PROGESTERONE 200 MG CAPSULE",70700016301,0.40132,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"PROGESTERONE 500 MG/10 ML VIAL",00143972501,1.54009,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"PROGESTERONE 500 MG/10 ML VIAL",00591312879,1.54009,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
